2015-09-18 06:39:07,633 ERROR /Users/Tomaz/Dropbox/FRI/ALGOSystem/ALGATOR_ROOT//data_root/projects/
2015-09-18 06:39:07,633 ERROR /Users/Tomaz/Dropbox/FRI/ALGOSystem/ALGATOR_ROOT//data_root/projects/
2015-09-18 06:39:07,633 ERROR /Users/Tomaz/Dropbox/FRI/ALGOSystem/ALGATOR_ROOT//data_root/projects/
2015-09-18 06:40:01,885 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:01,885 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:01,885 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:31,666 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:31,666 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:31,666 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:40:31,666 ERROR ['.DS_Store', 'Sorting']
2015-09-18 06:41:42,246 ERROR poskus1
2015-09-18 06:41:42,246 ERROR poskus1
2015-09-18 06:41:42,246 ERROR poskus1
2015-09-18 06:42:04,119 ERROR poskus1
2015-09-18 06:42:04,119 ERROR poskus1
2015-09-18 06:42:04,119 ERROR poskus1
2015-09-18 06:42:04,120 ERROR poskus1
2015-09-18 06:42:04,120 ERROR poskus1
2015-09-18 06:42:04,120 ERROR poskus1
2015-09-18 06:42:04,120 ERROR poskus1
2015-09-18 06:42:04,121 ERROR poskus2
2015-09-18 06:42:04,121 ERROR poskus2
2015-09-18 06:42:04,121 ERROR poskus2
2015-09-18 06:42:04,121 ERROR poskus2
2015-09-18 06:42:04,121 ERROR poskus2
2015-09-18 06:42:04,121 ERROR Sorting
2015-09-18 06:42:04,121 ERROR Sorting
2015-09-18 06:42:04,121 ERROR Sorting
2015-09-18 06:42:04,121 ERROR Sorting
2015-09-18 06:42:04,121 ERROR Sorting
2015-09-18 06:42:25,455 ERROR Sorting
2015-09-18 06:42:25,455 ERROR Sorting
2015-09-18 06:42:25,455 ERROR Sorting
2015-09-18 06:42:25,455 ERROR Sorting
2015-09-18 06:42:25,455 ERROR Sorting
2015-09-18 07:03:29,985 ERROR CMP
2015-09-18 07:03:29,985 ERROR CMP
2015-09-18 07:03:29,985 ERROR CMP
2015-09-18 07:03:29,985 ERROR CMP
2015-09-18 07:03:29,985 ERROR CMP
2015-09-18 07:03:29,986 ERROR SWAP
2015-09-18 07:03:29,986 ERROR SWAP
2015-09-18 07:03:29,986 ERROR SWAP
2015-09-18 07:03:29,986 ERROR SWAP
2015-09-18 07:03:29,986 ERROR SWAP
2015-09-18 07:03:29,987 ERROR CALL
2015-09-18 07:03:29,987 ERROR CALL
2015-09-18 07:03:29,987 ERROR CALL
2015-09-18 07:03:29,987 ERROR CALL
2015-09-18 07:03:29,987 ERROR CALL
2015-09-18 07:03:29,987 ERROR W
2015-09-18 07:03:29,987 ERROR W
2015-09-18 07:03:29,987 ERROR W
2015-09-18 07:03:29,987 ERROR W
2015-09-18 07:03:29,987 ERROR W
2015-09-18 07:03:29,987 ERROR R
2015-09-18 07:03:29,987 ERROR R
2015-09-18 07:03:29,987 ERROR R
2015-09-18 07:03:29,987 ERROR R
2015-09-18 07:03:29,987 ERROR R
2015-09-18 07:05:37,837 ERROR CMP
2015-09-18 07:05:37,837 ERROR CMP
2015-09-18 07:05:37,837 ERROR CMP
2015-09-18 07:05:37,837 ERROR CMP
2015-09-18 07:05:37,837 ERROR CMP
2015-09-18 07:05:37,838 ERROR SWAP
2015-09-18 07:05:37,838 ERROR SWAP
2015-09-18 07:05:37,838 ERROR SWAP
2015-09-18 07:05:37,838 ERROR SWAP
2015-09-18 07:05:37,838 ERROR SWAP
2015-09-18 07:05:37,839 ERROR CALL
2015-09-18 07:05:37,839 ERROR CALL
2015-09-18 07:05:37,839 ERROR CALL
2015-09-18 07:05:37,839 ERROR CALL
2015-09-18 07:05:37,839 ERROR CALL
2015-09-18 07:05:37,839 ERROR W
2015-09-18 07:05:37,839 ERROR W
2015-09-18 07:05:37,839 ERROR W
2015-09-18 07:05:37,839 ERROR W
2015-09-18 07:05:37,839 ERROR W
2015-09-18 07:05:37,840 ERROR R
2015-09-18 07:05:37,840 ERROR R
2015-09-18 07:05:37,840 ERROR R
2015-09-18 07:05:37,840 ERROR R
2015-09-18 07:05:37,840 ERROR R
2015-09-18 07:06:24,543 ERROR CMP
2015-09-18 07:06:24,543 ERROR CMP
2015-09-18 07:06:24,543 ERROR CMP
2015-09-18 07:06:24,543 ERROR CMP
2015-09-18 07:06:24,543 ERROR CMP
2015-09-18 07:06:24,544 ERROR SWAP
2015-09-18 07:06:24,544 ERROR SWAP
2015-09-18 07:06:24,544 ERROR SWAP
2015-09-18 07:06:24,544 ERROR SWAP
2015-09-18 07:06:24,544 ERROR SWAP
2015-09-18 07:06:24,544 ERROR CALL
2015-09-18 07:06:24,544 ERROR CALL
2015-09-18 07:06:24,544 ERROR CALL
2015-09-18 07:06:24,544 ERROR CALL
2015-09-18 07:06:24,544 ERROR CALL
2015-09-18 07:06:24,545 ERROR W
2015-09-18 07:06:24,545 ERROR W
2015-09-18 07:06:24,545 ERROR W
2015-09-18 07:06:24,545 ERROR W
2015-09-18 07:06:24,545 ERROR W
2015-09-18 07:06:24,545 ERROR R
2015-09-18 07:06:24,545 ERROR R
2015-09-18 07:06:24,545 ERROR R
2015-09-18 07:06:24,545 ERROR R
2015-09-18 07:06:24,545 ERROR R
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR CMP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,136 ERROR SWAP
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR CALL
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR W
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:10:33,137 ERROR R
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,075 ERROR CMP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,076 ERROR SWAP
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,078 ERROR CALL
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
2015-09-18 07:11:15,079 ERROR W
